LOC_ID,LATITUDE,LONGITUDE,SUBNATIONAL1_CODE,ENTRY_TECHNIQUE,SUB_ID,OBS_ID,Month,Day,Year,PROJ_PERIOD_ID,SPECIES_CODE,alt_full_spp_code,HOW_MANY,PLUS_CODE,VALID,REVIEWED,DAY1_AM,DAY1_PM,DAY2_AM,DAY2_PM,EFFORT_HRS_ATLEAST,SNOW_DEP_ATLEAST,Data_Entry_Method
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S76915930,OBS1020872146,11,22,2020,PFW_2021,spotow,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S76987591,OBS1021876223,11,30,2020,PFW_2021,annhum,NA,1,NA,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S76987591,OBS1021876224,11,30,2020,PFW_2021,bkcchi,NA,1,NA,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S76987591,OBS1021876225,11,30,2020,PFW_2021,daejun,NA,10,NA,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S76987591,OBS1021892876,11,30,2020,PFW_2021,yerwar,NA,1,NA,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S76987591,OBS1021892877,11,30,2020,PFW_2021,chbchi,NA,1,NA,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S76987591,OBS1021892878,11,30,2020,PFW_2021,bushti,NA,13,NA,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S76987591,OBS1021892879,11,30,2020,PFW_2021,houfin,NA,1,NA,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S76987591,OBS1021892880,11,30,2020,PFW_2021,norfli,NA,1,NA,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518303,12,8,2020,PFW_2021,sonspa,NA,1,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518304,12,8,2020,PFW_2021,daejun,NA,11,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518305,12,8,2020,PFW_2021,norfli,NA,1,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518306,12,8,2020,PFW_2021,annhum,NA,1,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518307,12,8,2020,PFW_2021,houspa,NA,1,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518308,12,8,2020,PFW_2021,chbchi,NA,2,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518309,12,8,2020,PFW_2021,houfin,NA,1,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518310,12,8,2020,PFW_2021,bushti,NA,22,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518311,12,8,2020,PFW_2021,yerwar,NA,1,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S77314677,OBS1026518312,12,8,2020,PFW_2021,amecro,NA,2,NA,1,0,1,0,0,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78662920,OBS1044281577,12,15,2020,PFW_2021,houspa,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78662920,OBS1044281578,12,15,2020,PFW_2021,daejun,NA,8,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78662920,OBS1044281579,12,15,2020,PFW_2021,sonspa,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78662920,OBS1044281580,12,15,2020,PFW_2021,houfin,NA,2,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78662920,OBS1044281581,12,15,2020,PFW_2021,bewwre,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78662920,OBS1044281582,12,15,2020,PFW_2021,bkcchi,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78662920,OBS1044281583,12,15,2020,PFW_2021,annhum,NA,2,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283676,12,25,2020,PFW_2021,bewwre,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283677,12,25,2020,PFW_2021,amecro,NA,4,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283678,12,25,2020,PFW_2021,yerwar,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283679,12,25,2020,PFW_2021,houfin,NA,2,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283680,12,25,2020,PFW_2021,sonspa,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283681,12,25,2020,PFW_2021,annhum,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283682,12,25,2020,PFW_2021,bushti,NA,15,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283683,12,25,2020,PFW_2021,stejay,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283684,12,25,2020,PFW_2021,daejun,NA,10,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283685,12,25,2020,PFW_2021,whcspa,NA,2,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S78663011,OBS1044283686,12,25,2020,PFW_2021,norfli,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79094101,OBS1049626787,1,3,2021,PFW_2021,daejun,NA,6,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79094101,OBS1049626788,1,3,2021,PFW_2021,annhum,NA,1,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79094101,OBS1049626789,1,3,2021,PFW_2021,yerwar,NA,1,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79094101,OBS1049626790,1,3,2021,PFW_2021,amecro,NA,2,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79094101,OBS1049626791,1,3,2021,PFW_2021,houfin,NA,2,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79094101,OBS1049626792,1,3,2021,PFW_2021,stejay,NA,3,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79094101,OBS1049626793,1,3,2021,PFW_2021,bushti,NA,15,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79094101,OBS1049626794,1,3,2021,PFW_2021,houspa,NA,1,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79094101,OBS1049626795,1,3,2021,PFW_2021,chbchi,NA,2,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950807,OBS1060175132,1,19,2021,PFW_2021,yerwar,NA,1,NA,1,0,1,0,0,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950807,OBS1060175133,1,19,2021,PFW_2021,chbchi,NA,2,NA,1,0,1,0,0,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950807,OBS1060175134,1,19,2021,PFW_2021,bkcchi,NA,1,NA,1,0,1,0,0,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950807,OBS1060175135,1,19,2021,PFW_2021,annhum,NA,1,NA,1,0,1,0,0,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950807,OBS1060175136,1,19,2021,PFW_2021,daejun,NA,5,NA,1,0,1,0,0,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950807,OBS1060175137,1,19,2021,PFW_2021,houfin,NA,2,NA,1,0,1,0,0,0,0.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950936,OBS1060173339,1,25,2021,PFW_2021,houfin,NA,2,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950936,OBS1060173340,1,25,2021,PFW_2021,daejun,NA,4,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950936,OBS1060173341,1,25,2021,PFW_2021,bushti,NA,18,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950936,OBS1060173342,1,25,2021,PFW_2021,annhum,NA,1,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950936,OBS1060173343,1,25,2021,PFW_2021,amecro,NA,4,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950936,OBS1060173344,1,25,2021,PFW_2021,yerwar,NA,1,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950936,OBS1060173345,1,25,2021,PFW_2021,houspa,NA,2,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950936,OBS1060173346,1,25,2021,PFW_2021,bewwre,NA,1,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S79950936,OBS1060173347,1,25,2021,PFW_2021,sonspa,NA,1,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761049,2,1,2021,PFW_2021,daejun,NA,8,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761040,2,1,2021,PFW_2021,annhum,NA,1,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761050,2,1,2021,PFW_2021,bushti,NA,5,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761044,2,1,2021,PFW_2021,stejay,NA,2,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761043,2,1,2021,PFW_2021,chbchi,NA,1,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761042,2,1,2021,PFW_2021,bkcchi,NA,1,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761041,2,1,2021,PFW_2021,sonspa,NA,2,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761048,2,1,2021,PFW_2021,yerwar,NA,1,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761047,2,1,2021,PFW_2021,houfin,NA,2,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761046,2,1,2021,PFW_2021,bewwre,NA,1,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S80333112,OBS1064761045,2,1,2021,PFW_2021,houspa,NA,2,NA,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S98942278,OBS1296425276,12,14,2021,PFW_2022,bushti,NA,15,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S98942278,OBS1296425277,12,14,2021,PFW_2022,daejun,NA,4,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S98942278,OBS1296425278,12,14,2021,PFW_2022,bewwre,NA,1,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S98942278,OBS1296425279,12,14,2021,PFW_2022,bkcchi,NA,3,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S98942278,OBS1296425280,12,14,2021,PFW_2022,amecro,NA,2,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S98942278,OBS1296425281,12,14,2021,PFW_2022,sonspa,NA,1,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S98942278,OBS1296425282,12,14,2021,PFW_2022,yerwar,NA,1,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S98942278,OBS1296425283,12,14,2021,PFW_2022,chbchi,NA,2,NA,1,0,1,1,1,1,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S99695681,OBS1306024310,12,19,2021,PFW_2022,bushti,NA,15,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S99695681,OBS1306024311,12,19,2021,PFW_2022,bkcchi,NA,2,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S99695681,OBS1306024312,12,19,2021,PFW_2022,bewwre,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.5
L10162846,47.5204547,-122.209933,US-WA,/GOOGLE_MAP/ZOOM:15,S99695681,OBS1306024313,12,19,2021,PFW_2022,sonspa,NA,1,NA,1,0,1,1,1,0,0.001,0,PFW Web 4.1.5
